PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,num_times_delinquent,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
76,10,2,8,3,2,0.3,0.2,0.8,0.2,8,2,0.8,0.2,2,0,0,9,0,0,0,0,10,1,19,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,84,3,2,1,Single,GRADUATE,27,M,15500,64,0.8,0.375,0.372,0,0,0.0,1.0,0.0,1.0,0,0,ConsumerLoan,ConsumerLoan,684,P2
77,4,2,2,0,0,0.0,0.0,0.5,0.5,2,1,0.5,0.25,0,1,0,2,0,0,0,1,3,1,66,8,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,243,1,0,0,Married,SSC,27,M,50000,54,0.5,0.0,0.336,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,699,P2
78,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,2,0,0,0,0,2,0,14,10,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,410,0,0,0,Married,SSC,55,M,13000,42,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,684,P2
79,3,1,2,1,0,0.333,0.0,0.667,0.333,1,0,0.333,0.0,0,1,1,1,0,0,0,1,2,0,70,5,73,2,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,2,2,2,169,2,2,0,Married,GRADUATE,26,M,20000,113,0.667,1.0,0.631,1,0,1.0,0.0,1.0,0.0,0,0,PL,others,672,P2
80,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,2,0,1,20,10,71,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,614,0,0,0,Married,SSC,29,F,15000,47,1.0,0.0,0.559,0,0,0.0,0.0,0.0,0.0,0,0,others,others,698,P2
81,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,247,1,0,0,Married,SSC,43,M,19000,123,1.0,0.0,0.797,0,0,0.0,0.0,0.0,0.0,0,0,others,others,679,P2
82,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,6,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,208,1,0,0,Married,SSC,32,M,9000,33,1.0,0.0,0.691,0,0,0.0,0.0,0.0,0.0,0,0,others,others,685,P2
83,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,2,1,14,14,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,418,0,0,0,Single,12TH,34,M,14500,68,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,691,P2
84,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,26,26,50,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,6,1,1,1,Married,12TH,35,M,33000,306,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,647,P4
88,11,6,5,1,1,0.091,0.091,0.455,0.545,3,4,0.273,0.364,0,4,0,6,0,0,0,4,7,1,49,3,18,1,3,0,0,0,0,0,35,8,16,0,0,0,0,0,0,0,0,0,3,15,0,0,0,2,1,2,90,6,4,1,Single,GRADUATE,26,M,25000,42,0.455,0.333,0.685,0,0,0.5,0.0,0.5,0.0,0,0,others,others,682,P2
89,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,1,0,0,1,0,0,0,0,3,2,48,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,158,2,1,0,Married,SSC,39,M,25000,128,0.667,1.0,0.724,0,0,0.0,0.0,0.0,0.0,0,0,others,others,693,P2
90,5,3,2,0,0,0.0,0.0,0.4,0.6,0,0,0.0,0.0,0,0,0,0,2,0,3,2,3,0,47,14,63,1,92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92,7,0,0,0,3,0,0,7,1,1,1,Married,GRADUATE,35,M,43000,131,0.4,0.0,0.644,0,1,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,PL,647,P4
91,4,0,4,2,0,0.5,0.0,1.0,0.0,3,0,0.75,0.0,1,0,0,1,0,0,0,1,3,3,40,6,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,191,1,0,0,Married,12TH,29,M,20000,95,1.0,0.667,0.749,0,0,0.0,0.0,0.0,0.0,0,0,others,ConsumerLoan,684,P2
92,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,2,0,2,0,12,4,370,0,0,0,0,0,0,0,13,6,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,114,1,1,0,Married,GRADUATE,38,M,12,306,0.5,1.0,0.969,0,1,1.0,0.0,0.333,0.0,0,0,PL,PL,680,P2
93,7,1,6,4,0,0.571,0.0,0.857,0.143,6,0,0.857,0.0,2,0,0,4,0,0,1,1,6,2,46,3,72,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,148,4,1,0,Married,12TH,35,F,40000,130,0.857,0.667,0.697,0,1,0.0,0.0,0.0,0.0,0,0,others,others,686,P2
94,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,2,0,0,1,1,3,0,60,40,296,18,25,2,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,2,0,0,1160,0,0,0,Married,SSC,41,M,23000,181,0.5,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,687,P2
95,4,3,1,0,0,0.0,0.0,0.25,0.75,0,1,0.0,0.25,0,0,0,0,1,0,0,3,1,3,93,18,271,1,2,0,1,1,0,0,8,1,5,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,17,1,1,1,Single,12TH,28,M,30000,101,0.25,0.0,0.972,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,693,P2
97,8,4,4,1,2,0.125,0.25,0.5,0.5,2,3,0.25,0.375,0,8,0,0,0,0,0,8,0,0,56,4,52,14,30,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0,0,0,0,135,3,1,0,Married,GRADUATE,33,M,40000,110,0.5,0.5,0.773,0,0,0.0,0.0,0.0,0.0,0,0,AL,others,675,P2
98,23,14,9,3,3,0.13,0.13,0.391,0.609,6,4,0.261,0.174,2,0,0,2,4,0,1,19,4,16,61,1,20,1,58,0,1,1,1,0,122,19,41,0,0,0,0,0,0,0,0,0,58,18,0,0,0,1,0,0,4,12,6,6,Married,GRADUATE,27,M,35000,128,0.391,0.5,0.789,0,1,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,697,P2
99,8,1,7,3,0,0.375,0.0,0.875,0.125,6,0,0.75,0.0,3,1,0,4,0,0,1,1,7,2,113,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,73,4,2,2,Married,GRADUATE,46,M,25000,78,0.875,0.5,0.599,0,1,0.0,0.0,0.0,0.0,0,0,others,others,703,P1
100,6,5,1,0,0,0.0,0.0,0.167,0.833,0,0,0.0,0.0,0,1,0,0,5,0,0,6,0,0,67,42,100,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1248,0,0,0,Married,UNDER GRADUATE,33,M,38500,167,0.167,0.0,0.408,0,0,0.0,0.0,0.0,0.0,1,0,AL,AL,695,P2
101,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,42,42,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,Single,GRADUATE,25,M,34200,74,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,668,P3
104,1,1,0,1,1,1.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,1,0,0,1,0,0,5,5,90,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,5,2,2,2,1,1,1,64,4,4,4,Married,POST-GRADUATE,32,M,19000,107,0.0,1.0,0.0,0,0,1.0,1.0,1.0,1.0,1,0,CC,others,659,P3
105,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,5,5,51,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,85,3,3,1,Married,OTHERS,24,M,11500,65,1.0,1.0,0.932,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,678,P2
106,12,12,0,0,0,0.0,0.0,0.0,1.0,0,2,0.0,0.167,0,2,0,0,7,0,0,10,2,3,191,24,215,4,139,0,0,0,3,2,26,0,0,0,0,0,11,0,0,0,0,0,139,17,0,0,0,1,0,1,170,4,3,0,Married,GRADUATE,45,M,14300,29,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,HL,720,P1
107,7,5,2,2,2,0.286,0.286,0.286,0.714,2,2,0.286,0.286,2,0,0,7,0,0,0,0,7,0,39,3,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,632,0,0,0,Married,GRADUATE,26,M,15000,66,0.286,1.0,0.884,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,PL,685,P2
109,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,4,4,16,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,210,5,0,0,Single,12TH,31,M,25000,100,1.0,1.0,0.829,0,0,0.0,0.0,0.0,0.0,0,0,PL,PL,692,P2
111,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,76,76,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233,1,0,0,Married,GRADUATE,49,M,28000,126,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,690,P2
112,3,2,1,0,0,0.0,0.0,0.333,0.667,1,1,0.333,0.333,0,2,0,0,0,1,0,3,0,0,65,9,113,14,26,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,495,0,0,0,Married,GRADUATE,35,M,35000,61,0.333,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,1,AL,AL,690,P2
113,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,469,0,0,0,Single,12TH,21,M,30000,150,1.0,0.0,0.638,0,0,0.0,0.0,0.0,0.0,0,0,others,others,677,P2
114,8,4,4,1,0,0.125,0.0,0.5,0.5,3,0,0.375,0.0,1,1,0,3,3,0,1,4,4,0,56,2,57,13,60,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,0,3,2,3,57,5,2,2,Married,GRADUATE,36,M,15000,54,0.5,0.333,0.701,0,1,0.667,0.0,0.667,0.0,1,0,PL,AL,666,P3
115,7,4,3,5,4,0.714,0.571,0.429,0.571,7,4,1.0,0.571,0,0,1,0,1,0,3,3,4,2,7,2,49,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,14,2,2,2,4,0,3,6,12,8,7,Single,12TH,22,M,23000,33,0.429,0.714,0.786,1,1,0.0,1.0,0.0,1.0,1,0,ConsumerLoan,ConsumerLoan,638,P4
117,6,3,3,0,0,0.0,0.0,0.5,0.5,1,0,0.167,0.0,0,1,0,2,0,0,1,1,5,2,43,8,68,4,60,0,0,0,3,0,18,5,11,0,0,0,0,0,0,0,0,0,60,9,0,0,0,2,0,0,27,2,1,1,Married,GRADUATE,32,M,32000,107,0.5,0.0,0.738,0,1,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,665,P3
118,9,6,3,2,0,0.222,0.0,0.333,0.667,3,2,0.333,0.222,0,1,0,8,0,0,0,1,8,0,76,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,21,3,2,1,Married,12TH,31,M,15000,30,0.333,0.667,0.431,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,688,P2
119,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,266,3,0,0,Married,SSC,39,M,25000,62,1.0,0.0,0.705,0,0,0.0,0.0,0.0,0.0,0,0,others,others,677,P2
122,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,29,29,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,796,0,0,0,Married,12TH,36,M,25000,180,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,679,P2
123,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,1,0,0,0,1,1,0,12,4,61,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,3,2,1,Married,OTHERS,42,M,27000,101,1.0,0.5,0.777,0,0,1.0,0.0,1.0,0.0,0,0,others,others,673,P2
124,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,0,0,0,1,0,0,1,0,3,1,47,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,93,2,2,0,Married,GRADUATE,48,M,15000,246,0.667,1.0,0.981,0,1,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,PL,677,P2
125,26,26,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,24,0,1,25,1,0,193,24,495,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2388,0,0,0,Married,GRADUATE,54,M,21000,48,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,0,others,others,746,P1
126,6,3,3,2,3,0.333,0.5,0.5,0.5,3,3,0.5,0.5,1,0,0,5,0,0,0,0,6,1,20,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,2,3,3,2,Married,GRADUATE,33,M,28000,131,0.5,0.667,0.651,0,0,0.0,1.0,0.0,1.0,0,0,CC,ConsumerLoan,676,P2
128,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,0,1,0,0,2,0,0,10,2,43,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,285,1,0,0,Single,UNDER GRADUATE,21,M,28000,44,1.0,0.5,0.855,0,0,0.0,0.0,0.0,0.0,1,0,others,others,688,P2
129,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,11,7,38,3,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,3,0,1,1,0,0,3,8,2,1,Married,UNDER GRADUATE,31,M,17002,50,1.0,0.0,0.3,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,AL,663,P3
130,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,63,63,922,1,180,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,180,4,0,0,0,1,0,1,298,2,0,0,Married,UNDER GRADUATE,35,M,20000,34,1.0,0.0,0.052,0,0,0.0,0.0,0.0,0.0,0,0,PL,others,652,P4
131,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,24,24,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,756,0,0,0,Married,GRADUATE,45,M,20000,94,1.0,0.0,0.151,0,0,0.0,0.0,0.0,0.0,0,0,others,others,694,P2
132,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,9,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,270,1,0,0,Single,SSC,23,M,15500,78,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,676,P2
133,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,14,14,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,417,0,0,0,Married,SSC,26,M,17000,30,1.0,0.0,0.483,0,0,0.0,0.0,0.0,0.0,0,0,others,others,685,P2
134,4,1,3,3,1,0.75,0.25,0.75,0.25,4,1,1.0,0.25,3,0,0,2,0,0,1,0,4,1,9,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,18,4,3,3,Single,GRADUATE,21,M,25000,43,0.75,0.75,1.115,0,1,1.0,0.0,1.0,0.0,0,0,others,ConsumerLoan,648,P4
135,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,2,0,0,0,0,2,0,6,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,10,16,14,9,Married,12TH,46,M,27000,116,1.0,1.0,0.543,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,630,P4
136,7,3,4,2,2,0.286,0.286,0.571,0.429,3,2,0.429,0.286,1,1,1,1,2,0,1,4,3,1,58,5,39,0,0,0,0,0,0,0,17,4,10,0,0,0,0,0,0,0,0,0,0,12,2,0,0,1,0,0,54,8,7,2,Single,GRADUATE,30,M,50000,37,0.571,0.667,0.666,1,1,0.0,0.0,0.0,0.0,1,0,others,CC,694,P2
138,4,1,3,0,0,0.0,0.0,0.75,0.25,1,1,0.25,0.25,0,1,0,3,0,0,0,1,3,0,30,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,46,2,1,1,Married,SSC,33,M,30000,94,0.75,0.0,0.091,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,671,P2
139,6,1,5,2,0,0.333,0.0,0.833,0.167,4,1,0.667,0.167,2,1,0,3,0,0,1,1,5,1,23,1,31,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,5,4,5,2,11,10,8,Single,12TH,21,M,25000,56,0.833,0.5,0.494,0,1,0.8,0.0,0.8,0.0,0,0,ConsumerLoan,others,635,P4
140,5,1,4,1,0,0.2,0.0,0.8,0.2,4,1,0.8,0.2,0,1,0,0,4,0,0,5,0,0,32,3,31,0,0,0,0,0,0,0,21,13,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,3,2,2,Single,12TH,27,M,12000,70,0.8,0.25,1.051,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,685,P2
141,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,1,1,0,Married,SSC,25,M,15000,128,1.0,1.0,0.8,0,0,0.0,0.0,0.0,0.0,0,0,others,others,682,P2
143,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,53,53,987,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1596,0,0,0,Single,GRADUATE,33,M,15000,125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,683,P2
144,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,67,67,597,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1999,0,0,0,Married,12TH,28,M,9000,75,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,703,P1
145,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,1,0,0,0,0,0,2,1,2,145,18,48,0,0,0,0,0,0,0,26,5,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,363,1,0,0,Married,OTHERS,43,M,30000,191,0.667,0.0,2.167,0,0,0.0,0.0,0.0,0.0,0,0,others,others,720,P1
146,12,3,9,4,1,0.333,0.083,0.75,0.25,8,3,0.667,0.25,0,3,0,7,0,0,0,3,9,2,31,3,19,4,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,2,0,1,6,3,4,18,16,7,3,Married,UNDER GRADUATE,27,M,24500,65,0.75,0.5,0.603,0,0,0.75,0.0,0.5,0.0,0,0,PL,others,646,P4
147,11,3,8,2,0,0.182,0.0,0.727,0.273,4,1,0.364,0.091,1,1,2,5,0,0,3,1,10,0,59,4,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,14,2,6,4,1,1,3,11,6,3,Single,GRADUATE,25,M,35000,45,0.727,0.5,0.566,1,1,1.0,0.333,0.25,0.143,0,0,PL,CC,669,P2
148,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,11,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,1,0,0,Single,12TH,25,M,18326,69,1.0,0.0,0.353,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,686,P2
149,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,37,37,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1105,0,0,0,Married,SSC,26,M,14000,48,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,686,P2
150,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,1,0,0,1,1,0,0,1,1,0,33,1,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,7,3,3,3,Single,SSC,23,M,12000,34,0.5,1.0,1.0,0,0,1.0,0.0,1.0,0.0,1,0,PL,others,669,P2
151,15,12,3,14,12,0.933,0.8,0.2,0.8,15,12,1.0,0.8,2,0,0,1,14,0,0,14,1,0,12,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,353,1,0,0,Married,SSC,32,M,36000,134,0.2,0.933,0.943,0,0,0.0,0.0,0.0,0.0,1,0,others,others,682,P2
152,6,2,4,0,0,0.0,0.0,0.667,0.333,3,1,0.5,0.167,0,2,0,0,2,1,0,6,0,1,65,8,54,0,0,0,0,0,0,0,48,3,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,2,1,1,Married,GRADUATE,36,M,35000,130,0.667,0.0,0.914,0,0,0.0,0.0,0.0,0.0,1,1,ConsumerLoan,others,689,P2
153,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,9,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,90,3,1,1,Married,12TH,24,M,20000,66,1.0,0.5,0.592,0,0,0.0,1.0,0.0,1.0,0,0,CC,ConsumerLoan,671,P2
154,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,24,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,728,0,0,0,Married,12TH,39,M,29000,69,1.0,0.0,0.102,0,0,0.0,0.0,0.0,0.0,0,0,others,others,694,P2
155,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,3,0,0,0,0,3,0,32,20,411,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,237,1,0,0,Married,12TH,33,M,33000,149,0.333,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,665,P3
156,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,1,1,18,7,34,2,30,0,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,538,0,0,0,Single,SSC,33,M,20000,100,0.5,0.0,0.785,0,0,0.0,0.0,0.0,0.0,0,0,others,others,673,P2
157,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,1,1,0,0,0,1,2,0,150,38,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,282,1,0,0,Married,POST-GRADUATE,38,M,45000,69,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,others,CC,706,P1
